Won,Kills,Deaths,Assists,Dragons,Minions killed
blue,6,3,6,1,230
blue,6,6,6,0,221
blue,8,7,7,0,259
blue,14,6,15,0,215
red,3,7,3,1,236
blue,2,2,4,0,208
blue,16,6,20,1,244
red,8,3,7,0,247
blue,15,7,15,1,237
red,5,4,7,0,239
blue,6,5,6,0,263
red,6,2,7,0,244
blue,11,5,11,1,213
blue,6,6,6,0,255
red,6,7,2,0,234
blue,9,5,15,0,210
blue,5,5,10,0,239
red,10,12,11,0,199
red,9,8,9,1,213
red,7,9,6,0,205
blue,4,8,3,1,218
red,11,7,21,1,237
red,7,5,10,0,229
blue,8,8,4,1,190
blue,10,4,9,0,250
red,3,7,4,0,202
blue,5,10,6,0,237
red,7,7,7,1,231
blue,2,7,4,0,187
red,2,5,2,0,249
red,7,8,10,0,234
red,7,7,8,1,226
red,7,4,9,0,223
blue,10,5,7,0,201
blue,11,3,14,1,226
red,5,11,6,0,173
red,3,8,1,0,204
blue,9,5,12,0,183
blue,5,2,3,0,232
red,3,4,3,0,205
blue,8,6,6,0,223
red,8,6,9,1,224
red,6,3,11,1,228
red,7,5,9,1,261
red,7,5,7,0,251
blue,7,3,7,0,228
red,5,6,4,0,213
blue,7,6,5,1,226
blue,12,11,12,0,209
blue,7,5,8,0,191
red,3,5,2,0,186
blue,8,4,8,1,229
red,10,9,13,0,225
red,4,6,2,0,220
blue,9,5,13,0,219
blue,4,3,5,0,238
blue,3,3,3,1,236
blue,2,5,3,1,210
blue,14,3,14,0,220
red,8,8,6,0,198
red,7,2,8,0,259
red,15,6,12,0,195
blue,12,6,9,1,218
blue,9,3,13,1,220
red,4,5,5,1,200
red,3,12,2,1,207
blue,8,3,9,1,228
blue,9,5,11,1,213
blue,10,4,14,1,210
red,2,7,3,0,250
red,11,6,15,1,209
red,7,9,9,0,233
blue,11,9,9,0,227
blue,8,8,6,1,217
blue,6,5,6,1,237
blue,6,7,6,0,204
blue,5,12,4,0,207
red,12,13,14,0,178
blue,13,7,12,1,238
red,1,5,1,0,231
red,8,10,9,0,199
blue,7,4,7,1,223
red,7,10,7,0,217
blue,9,7,12,1,215
blue,2,3,5,0,236
red,7,2,4,0,246
blue,5,2,7,1,238
red,5,7,5,0,210
blue,3,3,4,0,237
blue,8,6,8,1,205
blue,7,5,6,1,207
blue,1,1,1,1,241
blue,5,8,5,0,218
blue,3,7,3,1,235
red,6,9,9,0,205
red,7,8,10,1,172
blue,8,10,15,1,193
blue,10,4,12,1,234
blue,8,5,9,1,224
blue,7,3,4,0,253
red,8,9,5,0,182
blue,10,5,8,1,211
red,7,7,4,0,253
blue,7,0,4,1,256
blue,7,6,14,1,182
red,3,4,1,0,213
blue,12,7,9,0,219
blue,7,5,10,0,235
blue,6,5,2,0,201
red,4,8,5,1,220
red,7,13,8,0,192
blue,10,3,8,0,216
red,1,2,1,1,200
red,0,6,0,0,221
red,5,11,7,1,171
red,4,4,5,0,224
red,8,5,9,0,212
blue,9,3,9,1,245
red,4,8,6,0,228
blue,10,3,13,1,226
red,12,3,11,1,218
blue,8,2,4,1,205
blue,7,1,8,1,232
blue,9,6,7,1,210
blue,17,10,21,0,205
red,1,7,2,0,207
red,9,7,7,0,239
red,5,3,6,0,211
blue,6,4,12,1,223
blue,8,4,12,1,222
blue,10,1,15,1,260
blue,8,5,15,1,214
blue,7,5,5,1,234
red,2,10,2,0,195
red,5,4,6,0,218
blue,11,6,10,0,238
blue,9,8,12,0,202
blue,8,4,11,1,217
blue,16,6,16,0,232
red,3,4,2,0,235
blue,5,8,6,0,215
red,6,9,6,0,208
blue,7,4,8,1,257
blue,16,7,16,1,192
red,5,6,3,0,206
red,11,9,10,1,191
red,6,13,5,0,191
red,0,10,0,0,177
blue,11,9,13,1,231
red,4,9,5,0,249
blue,2,5,2,0,252
blue,11,4,10,0,217
red,5,10,4,0,201
blue,4,12,3,0,227
blue,5,5,6,1,247
blue,5,10,1,0,189
red,1,3,2,0,186
red,8,9,9,1,217
red,5,11,6,0,195
red,3,5,1,1,220
blue,8,9,10,0,190
red,5,4,4,0,196
red,2,7,2,0,242
red,8,7,8,1,232
blue,9,9,11,1,238
red,8,4,6,0,214
red,2,6,1,0,188
red,10,7,10,0,183
blue,14,8,15,0,212
red,8,4,5,0,209
red,3,12,6,0,168
red,4,8,6,1,203
blue,5,4,4,1,191
blue,6,2,9,1,239
blue,9,6,10,1,243
blue,7,7,8,0,227
red,2,6,2,1,204
blue,5,2,6,0,235
blue,6,8,7,0,208
red,8,4,9,0,239
blue,9,4,9,0,230
red,9,4,2,1,198
blue,7,10,8,0,163
red,5,10,7,0,213
red,4,4,3,0,253
red,3,7,3,0,204
blue,10,4,13,0,206
red,8,9,11,0,194
blue,1,2,1,1,253
blue,7,2,6,1,206
red,7,9,6,0,230
red,2,10,2,0,223
blue,8,4,14,1,233
red,5,6,4,0,157
blue,4,7,3,1,250
red,12,8,10,0,232
blue,3,7,2,0,211
red,4,6,3,0,220
red,5,10,4,0,228
blue,8,6,8,1,199
blue,10,4,11,0,222
red,5,12,6,0,186
red,1,8,1,0,184
blue,5,2,10,1,218
red,3,4,4,0,237
blue,6,3,5,0,241
blue,12,3,16,1,209
red,9,7,8,0,203
red,1,2,1,1,254
blue,8,7,9,0,252
blue,8,7,9,1,236
red,9,2,11,1,272
blue,3,5,5,1,249
blue,7,5,10,1,220
red,3,1,4,0,233
blue,7,3,8,0,223
blue,7,5,5,1,232
red,5,10,6,0,182
blue,4,6,2,0,216
red,4,6,6,0,227
blue,6,2,1,0,257
red,3,4,5,1,265
red,4,7,2,0,228
red,4,7,5,1,234
blue,9,8,11,1,207
red,5,7,5,0,251
red,2,5,0,0,192
blue,8,9,7,0,208
blue,5,12,4,1,219
blue,11,11,12,0,219
red,1,13,1,0,185
blue,9,3,9,0,204
blue,7,8,7,0,236
red,3,5,3,0,206
blue,6,6,3,0,213
red,3,4,9,1,243
blue,5,7,3,0,247
red,1,9,1,0,204
blue,7,5,5,1,218
red,4,8,3,0,198
red,2,12,4,0,167
blue,5,4,6,1,263
red,1,6,2,0,211
blue,9,3,7,0,236
red,4,10,8,0,215
blue,4,8,5,0,191
blue,6,4,2,1,231
red,3,5,2,0,252
red,4,9,4,1,193
blue,6,3,5,1,263
blue,10,9,12,1,184
red,2,6,1,0,219
blue,5,5,4,1,213
red,1,7,2,0,211
blue,8,6,14,0,213
blue,5,7,3,1,206
red,7,3,9,0,223
red,4,8,4,0,219
red,1,12,1,0,215
red,4,9,8,0,205
red,4,7,2,0,212
blue,16,7,26,1,191
blue,9,1,13,1,235
red,8,7,9,0,193
blue,7,2,7,1,238
blue,5,8,9,0,228
blue,4,4,5,0,213
red,4,15,5,0,184
red,1,7,0,0,171
red,4,11,5,0,217
red,1,3,2,0,262
blue,7,6,7,0,206
blue,4,6,8,0,213
red,2,5,1,0,210
blue,4,6,5,0,235
blue,9,6,8,0,220
blue,1,3,1,1,249
blue,9,1,10,1,207
blue,5,4,4,0,225
blue,3,7,4,0,209
blue,3,3,3,0,247
blue,8,2,10,0,223
blue,8,6,4,0,213
red,9,13,13,0,190
blue,4,5,4,0,214
red,8,10,10,1,205
blue,9,7,10,0,220
blue,9,6,12,0,225
red,12,11,10,0,216
blue,4,6,6,0,201
blue,9,4,10,0,244
red,7,11,9,1,171
red,7,9,8,0,236
blue,10,9,14,1,213
blue,6,8,5,0,197
blue,7,5,4,1,199
red,9,9,13,1,199
blue,9,5,8,0,212
blue,4,4,3,0,225
blue,4,5,3,1,187
red,7,7,10,0,202
red,3,3,3,1,233
blue,7,5,7,0,246
blue,8,2,8,1,235
red,2,6,2,0,238
red,6,9,5,0,231
blue,6,10,4,0,221
blue,6,3,6,1,220
blue,8,11,9,0,198
red,1,3,1,0,246
blue,10,9,6,0,239
red,4,3,4,0,233
blue,1,4,1,0,238
red,5,9,5,0,198
blue,9,4,11,0,223
blue,4,6,3,0,209
blue,8,0,8,1,235
blue,4,2,3,0,233
red,7,11,4,0,205
red,6,7,6,0,212
blue,8,5,11,0,204
blue,7,7,4,0,253
blue,10,9,9,1,229
blue,6,5,3,0,226
red,7,7,9,1,202
blue,5,5,4,1,195
red,2,3,2,0,217
blue,10,3,11,0,243
blue,5,6,4,0,221
red,7,6,10,0,225
red,2,12,3,0,195
blue,5,5,7,1,230
blue,7,5,14,1,216
red,1,1,0,0,230
blue,4,4,5,1,256
blue,6,2,4,0,225
blue,4,3,4,0,270
red,3,9,5,1,216
red,8,12,9,0,206
blue,9,6,8,0,224
blue,5,2,5,0,231
blue,4,3,2,1,215
red,12,7,13,1,150
red,5,5,9,0,210
blue,12,1,10,1,185
red,7,6,7,1,223
blue,9,4,14,0,223
blue,2,10,1,0,180
blue,6,1,9,0,232
red,6,3,6,0,238
red,7,6,7,0,230
red,9,6,10,0,193
red,5,13,4,1,197
red,4,9,3,0,166
blue,14,8,17,1,239
blue,5,6,7,1,231
blue,13,8,17,1,239
red,4,4,6,0,217
blue,8,3,8,0,210
red,9,11,8,1,185
blue,6,4,6,0,211
red,3,8,8,0,225
red,8,7,9,0,210
red,6,6,7,1,208
blue,2,8,3,0,226
red,8,12,14,0,203
blue,9,10,7,1,253
red,5,6,3,1,218
red,1,6,0,0,204
blue,8,5,11,0,236
blue,5,2,6,0,234
red,4,4,4,0,219
red,3,3,1,0,213
blue,2,9,3,0,203
red,6,8,11,1,215
red,3,8,3,0,167
red,5,11,5,1,199
blue,3,8,5,0,193
blue,9,9,7,0,189
blue,8,4,8,0,197
red,1,5,2,0,187
red,6,10,8,0,179
blue,4,5,3,1,228
blue,2,5,1,0,235
blue,9,6,9,0,220
blue,4,2,4,1,240
red,2,3,3,0,230
blue,9,5,10,0,213
blue,5,6,3,1,222
red,8,6,10,0,225
blue,2,2,1,0,234
blue,12,7,14,1,235
red,7,9,6,0,237
blue,7,6,6,0,226
red,8,7,9,0,255
blue,6,2,5,1,248
red,2,10,2,0,183
red,4,11,7,0,189
blue,9,3,9,1,243
blue,15,3,12,0,238
red,7,5,3,1,224
blue,9,6,11,1,235
red,3,3,6,1,255
blue,4,4,7,0,209
red,7,11,4,0,198
blue,4,5,5,0,211
red,4,8,7,0,190
blue,3,7,3,0,239
blue,9,5,18,1,201
red,6,4,3,0,237
blue,7,9,5,0,227
blue,5,4,2,0,231
blue,5,3,5,1,218
blue,8,6,11,1,224
blue,3,5,5,0,223
blue,7,5,7,1,217
red,7,9,8,1,223
red,4,8,6,1,196
red,3,5,5,0,236
red,5,5,9,0,208
blue,10,7,9,1,209
blue,6,7,6,0,209
red,6,4,8,1,239
blue,4,6,3,0,247
red,4,6,3,0,201
red,6,2,7,1,239
blue,7,10,8,1,191
blue,5,3,5,1,231
red,2,1,3,0,246
blue,4,5,5,1,251
red,7,11,11,0,243
red,7,2,3,0,231
blue,5,5,6,0,233
blue,6,4,11,0,226
blue,7,4,4,1,234
blue,10,2,16,0,220
blue,4,7,2,0,235
blue,11,7,8,0,199
red,10,6,14,0,234
red,9,6,11,0,202
blue,11,4,13,0,228
blue,5,4,3,0,226
blue,9,4,9,1,234
red,3,10,2,0,211
red,5,8,4,1,211
blue,4,7,3,0,235
blue,6,3,7,1,239
red,8,6,9,0,233
red,8,5,5,0,238
blue,8,4,11,0,233
red,7,11,4,0,235
red,6,5,10,0,213
red,6,4,7,1,227
blue,11,5,10,1,245
blue,1,5,1,0,246
blue,6,7,5,1,182
red,11,8,10,0,224
red,4,7,5,0,214
blue,6,1,9,0,269
blue,5,6,6,0,212
red,2,5,0,0,233
red,7,10,14,0,176
blue,13,1,14,0,249
red,10,3,9,1,201
blue,5,5,3,1,225
red,3,7,3,1,220
red,12,11,10,1,207
red,6,8,9,1,208
red,1,8,1,0,196
blue,6,3,5,1,215
blue,11,4,4,1,216
blue,11,8,11,0,193
red,4,9,7,1,188
blue,12,5,13,0,239
blue,7,3,7,1,248
red,7,8,7,0,210
blue,3,4,2,0,235
blue,9,5,9,0,237
red,6,8,5,0,234
red,4,5,2,1,184
blue,2,3,6,0,250
blue,9,6,5,0,225
red,7,7,15,0,157
red,2,12,2,0,221
blue,3,4,2,0,184
red,1,7,1,0,229
red,6,13,5,1,229
red,10,12,6,1,202
red,5,10,5,0,169
blue,8,4,7,1,183
blue,11,4,11,0,231
red,3,6,1,1,233
blue,5,3,7,1,220
blue,5,7,10,0,215
blue,1,2,1,1,222
red,6,4,6,0,193
blue,2,8,2,1,228
blue,14,9,16,1,179
blue,9,10,7,0,216
red,7,7,11,0,195
blue,5,6,5,1,235
red,5,7,12,1,198
blue,5,7,5,0,176
red,3,6,1,0,210
blue,7,4,5,1,206
blue,3,2,3,0,203
red,12,5,14,1,205
red,5,6,7,0,227
red,4,13,2,0,208
blue,4,3,1,1,228
red,5,5,2,0,217
red,10,3,14,0,233
red,5,4,7,1,223
blue,8,4,9,1,235
red,3,5,4,0,227
red,8,9,9,0,190
blue,6,4,3,1,219
red,8,8,3,0,230
red,3,7,2,1,216
red,5,7,5,0,225
blue,11,10,17,1,214
red,4,9,8,0,219
blue,8,5,13,1,204
red,5,3,5,0,211
blue,8,6,9,0,224
red,6,7,4,1,185
blue,9,3,11,0,201
red,6,5,8,1,241
blue,8,2,15,1,215
blue,7,3,7,1,221
red,5,9,4,1,210
blue,5,0,4,1,268
blue,7,8,8,1,227
blue,6,9,7,0,226
blue,7,5,7,0,206
red,6,4,6,0,221
blue,9,6,12,1,250
blue,10,2,8,1,259
red,4,8,3,0,185
blue,8,6,12,0,219
blue,7,5,7,1,231
blue,6,7,4,0,242
red,2,9,1,0,185
blue,4,3,6,0,216
blue,6,2,4,0,241
blue,6,8,6,0,184
red,7,7,10,1,231
blue,8,6,9,0,227
red,5,6,6,1,235
red,5,13,6,1,203
red,4,6,4,0,169
red,14,11,14,0,215
blue,4,6,3,1,228
blue,8,4,6,0,257
blue,9,7,15,1,179
red,6,6,4,0,231
blue,10,5,10,0,232
blue,6,7,8,1,263
blue,11,4,13,1,207
red,2,9,1,0,188
blue,3,3,4,0,248
red,5,7,3,0,208
blue,3,2,6,1,236
red,4,11,4,0,210
red,6,7,2,0,205
blue,2,2,1,1,201
blue,10,2,18,1,217
red,2,4,3,0,241
red,3,9,4,1,220
red,6,9,6,0,223
red,5,5,4,0,220
blue,6,3,7,1,207
red,4,9,4,1,207
blue,8,10,8,0,178
blue,6,6,8,1,184
red,7,4,10,1,228
red,7,7,6,1,204
red,4,13,3,0,165
blue,3,4,4,1,204
red,10,13,5,1,227
red,5,7,6,1,216
red,4,8,7,1,196
blue,6,3,5,1,216
red,6,3,3,0,186
red,8,10,11,0,159
blue,7,7,4,0,214
blue,6,2,10,1,211
blue,8,6,11,1,200
red,7,12,8,1,221
red,5,16,2,0,181
blue,10,4,11,1,210
blue,5,9,4,0,228
red,1,2,1,1,251
blue,8,3,10,1,231
blue,6,6,6,1,219
red,9,3,14,0,208
red,6,5,2,1,192
red,4,8,5,0,207
blue,10,4,9,1,226
red,5,8,7,0,217
red,4,4,2,0,226
red,9,8,12,0,183
red,5,10,5,0,192
red,6,8,5,0,226
blue,1,2,1,0,244
red,6,7,10,0,243
red,8,9,8,0,220
red,5,6,5,1,218
red,5,11,5,0,241
red,4,7,5,1,211
blue,8,8,9,0,198
red,5,10,5,0,193
red,2,4,0,0,217
red,4,5,2,0,222
red,5,7,3,0,211
red,1,4,1,0,230
red,2,7,2,0,212
blue,8,2,15,0,229
blue,10,3,13,1,219
blue,10,4,13,1,236
red,7,9,6,1,221
blue,7,6,4,1,203
blue,2,4,1,1,194
blue,9,3,9,0,236
blue,6,8,6,0,220
red,6,8,8,0,196
blue,3,8,5,1,177
red,4,7,5,0,197
blue,9,6,12,0,206
red,6,5,4,0,236
red,7,13,6,0,131
red,6,10,2,0,191
red,7,8,4,0,213
red,5,6,6,0,245
red,5,5,5,0,235
red,3,11,3,0,161
red,9,4,13,0,236
red,3,10,5,0,185
red,6,6,6,0,222
blue,8,5,6,1,225
blue,5,5,2,1,220
blue,6,6,8,1,221
red,1,3,1,1,229
blue,7,8,3,0,227
red,9,2,9,0,228
blue,9,2,18,1,218
blue,3,3,3,1,257
red,7,6,6,0,226
red,1,12,1,0,187
blue,5,5,1,0,217
red,5,5,5,1,223
red,3,4,4,1,214
blue,6,5,7,0,248
blue,6,2,7,0,257
blue,5,3,6,1,201
red,2,19,0,0,152
blue,5,9,5,1,200
blue,8,4,6,1,238
red,8,6,7,0,204
red,7,7,6,1,190
blue,4,12,8,0,188
red,8,5,12,1,203
red,5,7,4,0,207
blue,7,6,10,1,220
blue,6,7,7,0,234
red,7,9,6,0,180
blue,8,3,10,1,240
blue,8,9,9,0,208
blue,1,1,2,1,232
blue,2,2,4,1,237
red,9,8,3,0,191
blue,9,4,11,0,257
blue,13,4,16,1,213
blue,9,4,8,0,197
blue,11,3,4,0,221
blue,8,3,13,0,217
red,5,9,3,0,218
red,7,13,6,0,179
blue,6,7,3,0,206
red,7,2,10,0,211
red,11,11,16,0,208
blue,6,2,5,1,223
blue,4,3,1,1,243
blue,10,0,14,1,212
blue,10,4,9,0,257
blue,10,9,12,1,193
red,3,6,1,0,201
red,3,9,3,0,184
red,2,7,1,0,182
blue,5,10,6,0,200
red,0,4,0,0,234
red,6,5,11,1,197
red,1,7,2,0,191
blue,3,0,0,1,249
red,2,13,1,0,200
blue,2,7,2,0,231
blue,7,2,8,0,238
blue,9,3,13,0,235
blue,7,3,6,0,224
red,4,4,6,0,210
blue,4,4,6,1,240
red,4,8,4,0,190
blue,8,8,9,0,209
blue,2,3,2,0,230
red,0,8,0,0,203
red,8,11,9,0,196
blue,11,2,15,0,170
blue,8,7,6,0,240
blue,6,4,4,0,276
blue,10,2,5,1,247
blue,4,4,5,1,231
red,3,12,1,0,165
red,7,8,6,0,204
blue,7,7,5,1,229
red,7,5,8,0,229
red,2,4,1,0,208
blue,5,4,4,1,223
blue,3,5,3,0,213
red,9,6,10,0,215
red,8,8,12,0,180
red,5,6,3,0,209
red,2,4,1,0,226
red,5,9,4,0,174
red,6,13,7,0,182
blue,11,6,12,0,204
red,8,8,8,1,181
blue,8,7,5,0,238
blue,7,6,7,0,210
blue,2,1,3,1,230
blue,6,3,4,1,246
blue,11,3,14,1,218
red,5,7,4,1,207
red,10,10,8,0,182
blue,12,5,14,1,210
blue,6,3,10,0,224
blue,7,6,12,0,212
blue,9,5,3,1,218
red,6,10,8,1,191
red,5,4,4,0,241
red,4,8,7,0,238
red,4,5,4,1,201
red,6,10,5,0,208
red,8,11,7,0,234
blue,4,4,5,1,200
red,9,8,10,1,178
blue,9,0,7,1,239
red,4,5,5,0,218
blue,13,6,11,0,198
blue,5,8,4,1,204
red,6,7,7,1,184
red,4,7,2,1,215
blue,6,0,8,1,216
blue,2,4,1,1,211
blue,8,2,8,0,225
blue,4,4,3,0,191
red,6,11,4,0,204
blue,6,8,6,0,250
red,6,4,6,0,241
red,4,9,2,0,222
blue,9,2,11,0,213
red,3,11,4,0,213
blue,6,5,5,0,206
red,6,6,3,0,184
blue,6,5,8,1,199
red,7,6,9,1,232
red,5,4,9,1,229
blue,6,2,8,1,252
red,7,2,5,0,218
blue,5,6,4,1,198
blue,6,4,12,1,221
blue,4,3,5,0,224
blue,5,3,9,1,228
blue,8,7,8,1,220
blue,8,5,8,1,215
blue,4,1,5,1,271
red,1,5,1,0,192
red,8,8,8,0,217
red,6,5,6,0,208
red,5,10,4,0,185
blue,9,12,7,0,213
red,6,9,7,0,181
red,10,6,23,0,206
red,4,3,5,0,202
red,7,3,5,1,208
blue,5,3,7,0,202
blue,10,12,16,1,217
red,4,6,6,0,185
blue,4,6,2,1,228
red,7,8,7,0,207
red,2,9,2,0,200
blue,6,2,4,0,257
red,5,4,7,0,193
red,3,9,5,1,193
blue,12,4,16,1,246
blue,5,4,5,0,230
red,1,5,1,0,221
blue,4,3,8,1,224
red,6,5,4,0,227
blue,7,4,5,0,241
red,7,9,12,0,209
red,4,6,2,0,211
red,4,7,8,0,209
blue,7,4,6,0,222
blue,4,2,2,0,268
blue,4,5,4,0,225
red,2,9,1,0,209
blue,6,8,10,1,153
red,4,7,3,1,176
blue,4,5,4,1,199
red,10,12,8,0,195
red,6,10,7,0,179
blue,13,4,24,1,207
blue,7,4,8,1,251
red,9,9,8,0,219
blue,7,3,8,1,252
blue,6,7,12,1,235
red,6,6,3,0,221
red,5,5,4,1,239
red,4,5,3,1,240
red,6,9,6,0,231
blue,12,6,15,1,213
blue,9,4,10,1,223
red,5,9,5,0,215
red,6,8,9,0,204
red,7,11,11,0,213
red,4,4,7,1,220
red,3,5,3,1,225
blue,7,5,5,1,217
blue,6,3,6,0,158
red,5,13,3,0,198
red,5,11,8,0,193
red,0,8,0,0,173
blue,5,6,3,1,231
blue,10,4,10,1,215
blue,7,4,7,1,199
blue,7,4,9,1,237
blue,4,7,11,0,194
red,8,8,5,0,231
blue,2,2,3,0,255
red,3,5,2,0,214
blue,10,6,11,0,233
red,5,7,5,0,203
red,4,8,6,0,213
red,4,4,5,1,204
red,4,11,5,0,202
red,7,5,11,1,217
blue,7,1,11,1,242
red,3,2,3,0,212
blue,6,7,5,0,219
red,12,8,10,1,206
blue,6,9,7,0,202
red,5,5,4,1,261
red,3,4,3,0,203
blue,6,10,7,1,222
blue,9,2,8,1,210
blue,5,11,5,0,193
red,3,5,3,0,261
blue,5,2,9,0,220
blue,11,4,9,1,259
red,1,14,0,0,152
red,5,6,7,1,221
red,6,9,7,0,190
red,3,5,2,0,209
blue,12,8,12,0,201
blue,5,3,4,1,239
blue,10,10,10,1,190
red,1,5,0,0,230
red,3,7,2,0,217
red,7,6,6,0,202
blue,5,5,6,0,238
blue,7,5,6,1,218
blue,11,8,18,0,233
blue,6,2,6,1,219
blue,6,3,5,1,238
red,3,5,2,0,213
blue,2,4,2,0,249
blue,4,7,2,0,217
red,2,4,2,1,233
blue,8,4,8,1,248
blue,7,3,4,1,241
blue,9,2,6,0,239
blue,3,5,3,1,243
blue,4,6,2,0,205
blue,10,5,13,0,244
blue,3,4,3,1,256
red,2,8,0,0,200
blue,13,5,10,0,196
red,6,8,6,1,198
red,4,6,2,0,205
blue,10,6,13,0,195
red,7,4,11,1,206
red,4,9,5,0,213
blue,9,10,9,1,203
blue,4,5,4,0,221
red,3,7,3,1,214
blue,7,6,5,0,204
red,6,11,6,0,244
red,6,6,5,0,232
blue,10,11,8,0,228
blue,7,5,6,1,203
blue,4,4,8,0,231
blue,6,5,3,0,228
red,3,4,3,0,229
red,16,5,21,1,193
blue,3,4,4,1,228
blue,16,7,22,1,218
red,6,7,5,0,200
red,7,7,4,0,191
red,10,8,12,0,198
red,4,2,6,0,219
red,5,7,3,1,189
blue,5,2,5,1,255
blue,6,4,10,1,233
blue,2,6,2,1,221
blue,9,3,12,1,218
red,7,7,10,1,222
blue,6,4,8,0,237
blue,3,9,5,0,172
red,2,7,2,0,249
blue,10,8,8,1,227
red,8,3,12,0,200
red,2,4,2,1,215
red,4,6,6,0,205
blue,9,8,11,0,234
red,6,7,3,1,227
blue,9,3,11,0,249
red,6,9,6,0,222
blue,11,7,9,0,218
blue,14,7,5,1,198
red,9,10,6,0,176
blue,6,5,5,1,215
red,7,7,14,0,214
blue,1,8,0,1,218
red,6,12,5,0,192
blue,9,6,12,1,203
blue,17,7,24,0,199
red,4,11,6,0,205
red,6,6,5,1,188
red,5,4,6,1,225
blue,5,5,3,1,208
red,5,9,4,0,226
blue,2,2,2,0,220
blue,7,9,8,0,203
red,5,8,7,0,225
blue,7,7,9,0,190
blue,13,7,15,1,202
blue,13,10,15,0,206
red,3,6,4,1,205
red,1,6,0,0,212
blue,10,5,18,1,207
blue,3,4,2,0,229
blue,5,4,5,0,200
blue,11,2,16,0,228
blue,4,2,5,0,246
red,3,7,2,0,212
red,3,7,3,0,191
blue,7,8,7,1,209
blue,10,4,9,0,217
blue,2,1,1,0,188
red,4,1,5,1,226
red,2,8,3,0,158
blue,13,6,18,1,205
blue,5,4,5,0,222
blue,10,5,14,1,221
blue,5,4,6,0,208
blue,9,5,11,1,209
red,2,5,3,1,221
red,0,11,0,0,200
red,5,5,3,0,242
red,9,11,7,0,188
red,2,4,4,0,206
blue,11,11,17,0,174
red,5,7,3,0,230
red,2,1,4,0,244
red,6,8,5,0,241
blue,2,3,3,1,242
red,4,4,4,1,230
red,4,7,6,1,214
blue,13,6,8,0,242
red,1,5,2,0,223
red,7,11,6,0,192
blue,6,3,5,0,214
blue,7,7,4,0,230
red,11,3,13,1,216
blue,9,12,11,0,170
blue,10,7,11,1,206
red,6,10,4,0,210
red,6,5,4,1,181
blue,6,4,7,0,217
red,1,9,3,0,202
blue,5,3,7,0,248
red,3,7,2,0,210
red,4,6,2,0,175
blue,6,6,6,0,233
blue,6,2,7,0,236
blue,5,10,5,0,212
blue,2,6,2,1,246
blue,6,1,9,1,254
blue,7,4,8,0,216
blue,5,2,8,0,240
blue,9,4,5,1,229
blue,5,5,10,1,231
red,1,3,1,0,190
red,4,3,4,0,221
red,3,2,3,0,236
red,8,9,8,0,226
blue,7,9,7,0,186
red,3,9,3,0,195
red,6,8,6,0,228
blue,15,8,24,0,209
red,7,8,10,0,203
red,7,4,4,0,269
blue,9,5,4,1,226
blue,6,4,6,0,224
red,4,5,3,1,220
red,3,2,2,0,202
red,5,3,7,1,229
red,5,6,7,1,219
blue,6,6,10,1,196
red,8,6,6,0,230
blue,2,3,2,0,187
red,8,9,1,1,238
blue,6,4,1,0,190
blue,6,3,6,0,260
blue,12,7,14,0,221
red,6,6,5,1,231
blue,9,11,12,0,180
red,9,11,10,0,154
red,6,5,6,0,238
blue,11,7,13,1,209
red,4,6,6,0,187
red,5,5,3,0,244
red,4,4,3,1,224
red,6,4,3,0,256
blue,10,5,11,0,220
blue,6,2,4,0,237
blue,9,6,12,0,175
red,6,6,5,0,213
red,6,11,5,0,202
blue,10,3,9,1,225
red,3,7,4,0,214
red,6,7,3,0,222
blue,3,6,2,0,232
blue,5,4,3,1,221
blue,5,7,9,0,248
red,6,10,10,0,170
blue,7,6,10,1,232
blue,6,7,5,0,217
blue,10,2,10,0,253
blue,14,2,14,1,196
red,3,9,3,0,203
blue,8,2,8,1,248
blue,5,7,4,0,231
red,4,8,4,1,209
blue,6,4,4,1,208
blue,10,3,11,1,208
blue,2,2,3,0,244
blue,5,5,5,0,211
blue,5,1,5,0,258
red,11,5,12,0,203
blue,10,5,14,0,211
red,2,7,3,0,219
blue,5,8,5,1,197
red,7,6,2,0,239
blue,14,7,14,1,207
red,5,6,2,0,211
red,9,12,15,0,156
red,6,5,6,0,201
red,3,11,4,0,190
red,3,5,3,0,216
red,8,3,9,0,216
red,2,6,2,0,230
blue,5,7,3,1,216
red,7,12,5,0,206
red,3,9,1,0,189
blue,14,6,17,1,236
blue,4,4,7,1,207
red,4,9,3,0,188
red,3,8,2,0,190
red,10,7,13,1,179
blue,3,8,6,1,221
red,4,6,3,0,212
red,6,9,6,1,224
red,8,7,9,1,221
red,5,9,3,1,224
blue,6,3,6,1,159
blue,4,8,3,1,203
red,2,6,2,0,211
blue,6,5,6,1,209
red,1,5,2,0,211
red,3,2,4,0,255
red,8,14,12,1,170
red,4,11,2,0,231
blue,3,5,5,1,221
red,9,5,11,1,198
red,4,4,7,0,248
red,3,2,3,0,201
red,12,8,13,0,218
red,2,8,3,0,196
red,2,6,1,0,221
red,5,4,7,0,222
blue,9,4,5,1,233
red,6,5,3,0,228
red,3,7,2,1,194
red,0,15,0,0,181
blue,4,3,3,0,234
blue,12,6,14,1,196
blue,6,7,12,0,226
blue,4,6,4,0,217
blue,11,9,15,1,215
blue,7,4,11,0,233
red,6,5,5,1,247
blue,7,7,11,1,216
blue,7,4,5,1,218
red,7,7,6,0,201
blue,2,4,2,0,217
